id,Job.Title,Est_Salary,Max_Salary,Min_Salary,City,State,Easy.Apply,Revenue_USD,Rating,Size,Industry,Sector,Type.of.ownership,Years_Founded,Company.Name,lat,lon
10135,Senior Business Analyst,78,103,53,Tempe,AZ,NA,Unknown,NA,1 to 50 employees,,,Company - Public,NA,D.B. Craig and Associates,33.4255,-111.940009
10136,Business Intelligence Analyst,78,103,53,Phoenix,AZ,NA,50-100 million,3.2,1001 to 5000 employees,Banks & Credit Unions,Finance,Company - Public,81,Desert Financial,33.4484,-112.074142
10137,Sr Business Analyst,78,103,53,Phoenix,AZ,NA,,NA,,,,,NA,SunSoftOnline LLC,33.4484,-112.074142
10138,Junior Business Analyst,78,103,53,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142
10139,Federal - Sr Business Analyst,78,103,53,Phoenix,AZ,NA,10-25 million,4.2,1 to 50 employees,Computer Hardware & Software,Information Technology,Company - Private,18,Solekai Systems Corp,33.4484,-112.074142
10140,Business Systems Analyst (Financial domain),78,103,53,Phoenix,AZ,NA,10-25 million,4.2,51 to 200 employees,IT Services,Information Technology,Company - Private,25,Pyramid,33.4484,-112.074142
10141,Business Analyst Ops R & A,78,103,53,Phoenix,AZ,NA,100-500 million,3.1,1001 to 5000 employees,Colleges & Universities,Education,College / University,44,University of Phoenix,33.4484,-112.074142
10142,Urgent - Business Analyst Trainee,78,103,53,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142
10143,Senior Business Intelligence Data Analyst,98.5,123,74,Phoenix,AZ,NA,2-5 billion,3.4,1001 to 5000 employees,Food & Beverage Manufacturing,Manufacturing,Company - Private,98,Shamrock Foods,33.4484,-112.074142
10144,"Business Analyst, Senior Consultant - Salesforce",98.5,123,74,Phoenix,AZ,NA,Unknown,3.4,5001 to 10000 employees,Consulting,Business Services,Company - Private,2,Guidehouse,33.4484,-112.074142
10145,Business Analyst/QA,98.5,123,74,Phoenix,AZ,NA,1-2 billion,5,51 to 200 employees,Consulting,Business Services,Company - Private,NA,SR International,33.4484,-112.074142
10146,Sr. Business Intelligence Analyst- Power BI,98.5,123,74,Phoenix,AZ,NA,1-2 billion,4,201 to 500 employees,IT Services,Information Technology,Company - Private,24,Prosum,33.4484,-112.074142
10147,Business Intelligence Analyst,98.5,123,74,Scottsdale,AZ,NA,,NA,,,,,NA,MELISSAKING (MK),33.4942,-111.926018
10148,Business Intelligence Analyst,98.5,123,74,Scottsdale,AZ,NA,Unknown,NA,Unknown,,,Company - Private,NA,MELISSAKING (MK),33.4942,-111.926018
10149,Master Data Operation Analyst,98.5,123,74,Phoenix,AZ,NA,100-500 million,3.6,1001 to 5000 employees,IT Services,Information Technology,Company - Private,16,PK,33.4484,-112.074142
10150,Project Analyst,98.5,123,74,Phoenix,AZ,NA,5-10 billion,3.1,10000+ employees,Construction,"Construction, Repair & Maintenance",Company - Public,NA,EMCOR Group,33.4484,-112.074142
10151,SQL Developer/Data Analyst,98.5,123,74,Phoenix,AZ,NA,100-500 million,3.7,501 to 1000 employees,Construction,"Construction, Repair & Maintenance",Company - Private,45,Corbins Electric,33.4484,-112.074142
10152,Business Systems Analyst,98.5,123,74,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
10153,Jr. Business Analyst,98.5,123,74,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142
10154,Sr Business Analyst,98.5,123,74,Tempe,AZ,NA,10-25 million,3.5,51 to 200 employees,Staffing & Outsourcing,Business Services,Subsidiary or Business Segment,10,Russell Tobin & Associates,33.4255,-111.940009
10155,"Business Analyst - Phoenix, AZ (must have banking or financial experience)",98.5,123,74,Phoenix,AZ,NA,100-500 million,3.4,1001 to 5000 employees,IT Services,Information Technology,Company - Private,26,DISYS,33.4484,-112.074142
10156,Business Systems Analyst,98.5,123,74,Scottsdale,AZ,NA,<1 million,2.5,1 to 50 employees,,,Company - Private,NA,Career Evolutions,33.4942,-111.926018
10157,"Finance Analyst, Business Operations",98.5,123,74,Phoenix,AZ,NA,Unknown,1,1 to 50 employees,,,Company - Private,NA,Upgrade Inc.,33.4484,-112.074142
10158,Business Analyst Level-1,98.5,123,74,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142
10159,Buiness Intelligence Analyst II,98.5,123,74,Phoenix,AZ,NA,10+ billion,3.6,10000+ employees,Insurance Carriers,Insurance,Company - Private,98,USAA,33.4484,-112.074142
10160,Business Process Analyst (Six Sigma),98.5,123,74,Tempe,AZ,NA,0.5-1 billion,4,10000+ employees,IT Services,Information Technology,Company - Private,22,"American Cybersystems, Inc.",33.4255,-111.940009
10161,Microsoft Dynamics CRM Data Analyst,98.5,123,74,Phoenix,AZ,NA,10+ billion,3.7,10000+ employees,IT Services,Information Technology,Company - Public,109,IBM,33.4484,-112.074142
10162,Entry level - Business Analyst,98.5,123,74,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142
10163,Business System Analyst,98.5,123,74,Tempe,AZ,NA,100-500 million,3.9,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,Diverse Lynx,33.4255,-111.940009
10164,Entry Level Accenture Infrastructure Advisory Analyst,98.5,123,74,Phoenix,AZ,NA,10-25 million,4.2,1 to 50 employees,Computer Hardware & Software,Information Technology,Company - Private,18,Solekai Systems Corp,33.4484,-112.074142
10165,Senior Software Quality Analyst,98.5,123,74,Scottsdale,AZ,NA,2-5 billion,4,10000+ employees,Automotive Parts & Accessories Stores,Retail,Company - Private,60,Discount Tire,33.4942,-111.926018
10166,Business Analyst - Service Now,98.5,123,74,Phoenix,AZ,NA,1-5 million,5,1 to 50 employees,Staffing & Outsourcing,Business Services,Company - Private,4,ingenium.agency,33.4484,-112.074142
10167,Sales Business Analyst,98.5,123,74,Tempe,AZ,NA,100-500 million,3.2,501 to 1000 employees,IT Services,Information Technology,Company - Public,19,Limelight Networks,33.4255,-111.940009
10168,Business Solution Architect,98.5,123,74,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
10169,Database Analyst 5,98.5,123,74,Chandler,AZ,NA,10+ billion,3.6,10000+ employees,Banks & Credit Unions,Finance,Company - Public,168,Wells Fargo,33.3062,-111.84125
10170,Software Business Analyst - Pheonix,98.5,123,74,Phoenix,AZ,NA,,NA,,,,,NA,Oscar Associates Americas LLC,33.4484,-112.074142
10171,Category Space Analyst,98.5,123,74,Phoenix,AZ,NA,1-2 billion,4.5,201 to 500 employees,Staffing & Outsourcing,Business Services,Company - Private,26,Envision LLC,33.4484,-112.074142
10172,Business Analyst - Sports & Entertainment,98.5,123,74,Phoenix,AZ,NA,,NA,,,,,NA,ingenium.agency,33.4484,-112.074142
10173,Junior Software Analyst,98.5,123,74,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
10174,Marketing Business Analyst,53,69,37,Chandler,AZ,NA,,NA,,,,,NA,"Bubbies Homemade Ice Cream & Desserts, Inc.",33.3062,-111.84125
10175,Business Analyst-Entry level,53,69,37,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142
10176,Entry-Level Business Analyst,53,69,37,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142
10177,Business Analyst - Service Now,53,69,37,Phoenix,AZ,NA,,NA,,,,,NA,ingenium.agency,33.4484,-112.074142
10178,Business Analyst - Sports & Entertainment,53,69,37,Phoenix,AZ,NA,1-5 million,5,1 to 50 employees,Staffing & Outsourcing,Business Services,Company - Private,4,ingenium.agency,33.4484,-112.074142
10179,Software Business Analyst - Pheonix,53,69,37,Phoenix,AZ,NA,,NA,,,,,NA,Oscar Associates Limited (US),33.4484,-112.074142
10180,Advertising Analyst,53,69,37,Phoenix,AZ,NA,1-5 million,3.4,1001 to 5000 employees,Brokerage Services,Finance,Company - Private,4,Advisor Group,33.4484,-112.074142
10181,Business Systems Analyst,53,69,37,Tempe,AZ,NA,2-5 billion,2.9,10000+ employees,Gas Stations,Retail,Company - Public,69,"Circle K Stores, Inc.",33.4255,-111.940009
10182,Data Analyst/Business Analyst with SQL,53,69,37,Phoenix,AZ,NA,100-500 million,3.9,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,Diverse Lynx,33.4484,-112.074142
10183,Data Analyst,53,69,37,Phoenix,AZ,NA,2-5 billion,3.5,10000+ employees,Staffing & Outsourcing,Business Services,Company - Public,72,Robert Half,33.4484,-112.074142
10184,IT Business Analyst/Scrum Master,53,69,37,Phoenix,AZ,1,5-10 million,4.3,51 to 200 employees,Staffing & Outsourcing,Business Services,Company - Private,NA,22nd Century Staffing,33.4484,-112.074142
10185,"Business Process Analyst in Tempe, AZ at Pyramid Consulting, Inc",53,69,37,Tempe,AZ,NA,100-500 million,3.7,1001 to 5000 employees,Computer Hardware & Software,Information Technology,Company - Private,24,Pyramid Consulting,33.4255,-111.940009
10186,Systems Support Analyst 5,53,69,37,Chandler,AZ,NA,10+ billion,3.6,10000+ employees,Banks & Credit Unions,Finance,Company - Public,168,Wells Fargo,33.3062,-111.84125
10187,SR. BUSINESS ANALYST,53,69,37,Phoenix,AZ,NA,1-5 million,3.3,501 to 1000 employees,Federal Agencies,Government,Government,NA,Arizona Health Care Cost Containment System,33.4484,-112.074142
10188,"Business Analyst I (Contracting, PDM, Excel)",53,69,37,Tempe,AZ,NA,10+ billion,3.7,5001 to 10000 employees,Insurance Carriers,Insurance,Company - Public,35,Wellcare,33.4255,-111.940009
10189,Urgent - Business Analyst (0-2 yrs Experience Required),53,69,37,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142
10190,Business Analyst/QA,53,69,37,Phoenix,AZ,NA,50-100 million,4.8,201 to 500 employees,IT Services,Information Technology,Company - Private,21,System Soft Technologies,33.4484,-112.074142
10191,Business System Analyst,53,69,37,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142
10192,Business Systems Analyst,53,69,37,Scottsdale,AZ,NA,100-500 million,2.6,1001 to 5000 employees,Research & Development,Business Services,Company - Private,119,BSI Group,33.4942,-111.926018
10193,Senior Global HRIS & Payroll Analyst,53,69,37,Mesa,AZ,NA,Unknown,3.9,501 to 1000 employees,Transportation Management,Transportation & Logistics,Company - Public,33,Verra Mobility,33.4151,-111.831479
10194,"Software Business Analyst - Pheonix, AZ",53,69,37,Phoenix,AZ,NA,,NA,,,,,NA,Oscar Associates Limited (US),33.4484,-112.074142
10195,Process Management Analyst,53,69,37,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
10196,FINANCIAL PLANNING BUSINESS ANALYST II,53,69,37,Phoenix,AZ,NA,2-5 billion,3.3,10000+ employees,Trucking,Transportation & Logistics,Company - Public,54,Swift Transportation,33.4484,-112.074142
10197,Process Analyst,53,69,37,Mesa,AZ,NA,25-50 million,3.5,1001 to 5000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,21,Dexcom,33.4151,-111.831479
10198,Sr. IT Business Process Analyst,53,69,37,Phoenix,AZ,NA,5-10 billion,3.7,10000+ employees,Energy,"Oil, Gas, Energy & Utilities",Company - Public,119,KBR,33.4484,-112.074142
10199,Reporting & Data Analyst,53,69,37,Scottsdale,AZ,NA,Unknown,NA,Unknown,,,Company - Private,NA,Sanford Federal,33.4942,-111.926018
10200,Business System Analyst,53,69,37,Tempe,AZ,NA,1-2 billion,3.9,51 to 200 employees,Consulting,Business Services,Company - Private,NA,IT Trailblazers,33.4255,-111.940009
10201,Business Systems Analyst with Travel Domain,53,69,37,Scottsdale,AZ,NA,10-25 million,5,201 to 500 employees,IT Services,Information Technology,Company - Private,2,Nucleusteq,33.4942,-111.926018
10202,Systems Analyst 2,53,69,37,Phoenix,AZ,NA,2-5 billion,3.4,1001 to 5000 employees,Food & Beverage Manufacturing,Manufacturing,Company - Private,98,Shamrock Foods,33.4484,-112.074142
10203,Network Security System/Data Analyst,53,69,37,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
10204,Urgent - Business Analyst,59.5,77,42,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142
10205,Business Analyst with Financial institution experience,59.5,77,42,Phoenix,AZ,NA,1-2 billion,4,201 to 500 employees,Staffing & Outsourcing,Business Services,Company - Private,20,GTN Technical Staffing,33.4484,-112.074142
10206,SR BUSINESS ANALYST,59.5,77,42,Phoenix,AZ,NA,1-5 million,3.3,501 to 1000 employees,Federal Agencies,Government,Government,NA,Arizona Health Care Cost Containment System,33.4484,-112.074142
10207,Business Analyst - Connectivity,59.5,77,42,Scottsdale,AZ,NA,,NA,,,,,NA,Kribya,33.4942,-111.926018
10208,Business Analyst/QA Analyst,59.5,77,42,Phoenix,AZ,NA,50-100 million,4.8,201 to 500 employees,IT Services,Information Technology,Company - Private,21,System Soft Technologies,33.4484,-112.074142
10209,Business Analyst (EDI),59.5,77,42,Tempe,AZ,NA,1-5 million,4,1 to 50 employees,Staffing & Outsourcing,Business Services,Company - Private,NA,Two95 International Inc.,33.4255,-111.940009
10210,Business Systems Analyst - NetSuite,59.5,77,42,Phoenix,AZ,NA,Unknown,4.3,51 to 200 employees,Energy,"Oil, Gas, Energy & Utilities",Company - Private,15,Erus Energy LLC,33.4484,-112.074142
10211,Technology Analyst - US,59.5,77,42,Phoenix,AZ,NA,10+ billion,3.1,10000+ employees,IT Services,Information Technology,Company - Public,39,Infosys,33.4484,-112.074142
10212,Technical Business/Data Analyst,59.5,77,42,Tempe,AZ,NA,,NA,,,,,NA,"Capgemini America, Inc.",33.4255,-111.940009
10213,RSS Project Business Analyst,59.5,77,42,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
10214,Data Warehouse Analyst II-ST,59.5,77,42,Phoenix,AZ,NA,50-100 million,3.2,1001 to 5000 employees,Banks & Credit Unions,Finance,Company - Public,81,Desert Financial Credit Union,33.4484,-112.074142
10215,Business Analyst (Financial Domain),59.5,77,42,Tempe,AZ,NA,1-5 million,4.3,1 to 50 employees,IT Services,Information Technology,Contract,NA,PeopleNTech LLC,33.4255,-111.940009
10216,Urgent - Business Analyst (0-2 yrs Required),59.5,77,42,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142
10217,Data Analyst (Supply Chain) - May Reside Anywhere in the US - Up to 100% Travel,59.5,77,42,Phoenix,AZ,1,50-100 million,4.5,51 to 200 employees,Consulting,Business Services,Company - Private,16,Maine Pointe,33.4484,-112.074142
10218,Product Analyst,59.5,77,42,Phoenix,AZ,NA,50-100 million,4.3,201 to 500 employees,IT Services,Information Technology,Company - Private,51,Solugenix,33.4484,-112.074142
10219,Business Systems Analyst (Core Systems),59.5,77,42,Tempe,AZ,NA,10-25 million,3.1,201 to 500 employees,IT Services,Information Technology,Company - Public,24,Seven Seven Softwares,33.4255,-111.940009
10220,Sr. Messaging Systems Support Analyst,59.5,77,42,Phoenix,AZ,NA,10+ billion,3.6,10000+ employees,Banks & Credit Unions,Finance,Company - Public,168,Wells Fargo,33.4484,-112.074142
10221,Senior Business Analyst Financial,59.5,77,42,Phoenix,AZ,NA,Unknown,3.4,1 to 50 employees,Staffing & Outsourcing,Business Services,Company - Private,22,Tech Finders,33.4484,-112.074142
10222,Business Analyst (Retail),59.5,77,42,Scottsdale,AZ,NA,<1 million,2.5,1 to 50 employees,,,Company - Private,NA,Career Evolutions,33.4942,-111.926018
10223,Business Analyst-Mortgage/ Mortgage Technology,59.5,77,42,Scottsdale,AZ,NA,5-10 billion,3.4,10000+ employees,Insurance Carriers,Insurance,Company - Public,131,First American Financial Corporation,33.4942,-111.926018
10224,Jr. Systems Analyst w/ P&C Insurance Experience,59.5,77,42,Scottsdale,AZ,NA,25-50 million,4.6,501 to 1000 employees,Insurance Carriers,Insurance,Company - Private,29,IAT Insurance Group,33.4942,-111.926018
10225,Senior Software Business Analyst,59.5,77,42,Phoenix,AZ,NA,25-50 million,4.1,10000+ employees,Staffing & Outsourcing,Business Services,Company - Public,54,Kforce,33.4484,-112.074142
10226,Lead Information Security Risk Analyst,59.5,77,42,Tempe,AZ,NA,25-50 million,3.2,1001 to 5000 employees,Internet,Information Technology,Company - Private,21,Shutterfly,33.4255,-111.940009
10227,Senior Data Analyst,59.5,77,42,Scottsdale,AZ,NA,2-5 billion,4,10000+ employees,Automotive Parts & Accessories Stores,Retail,Company - Private,60,Discount Tire,33.4942,-111.926018
10228,Federal - SAP Business Analyst*,59.5,77,42,Phoenix,AZ,NA,10-25 million,4.2,1 to 50 employees,Computer Hardware & Software,Information Technology,Company - Private,18,Solekai Systems Corp,33.4484,-112.074142
10229,Business Analyst Fresher,59.5,77,42,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142
10230,Risk & Access Controls IAM Analyst,59.5,77,42,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
10231,Senior Business Analyst - Government IT Projects,59.5,77,42,Phoenix,AZ,NA,10-25 million,4.2,51 to 200 employees,Accounting,Accounting & Legal,Private Practice / Firm,33,"Public Consulting Group, Inc.",33.4484,-112.074142
10232,"Analyst I, BD Approval",61,70,52,Phoenix,AZ,NA,0.5-1 billion,3.4,1001 to 5000 employees,Lending,Finance,Company - Public,12,PennyMac,33.4484,-112.074142
10233,Systems Analyst,61,70,52,Tempe,AZ,NA,1-5 million,3.5,201 to 500 employees,Casual Restaurants,"Restaurants, Bars & Food Services",Company - Private,NA,Andiamo,33.4255,-111.940009
10234,Supply Chain Analyst II,61,70,52,Tempe,AZ,NA,10+ billion,3.6,10000+ employees,Health Care Products Manufacturing,Manufacturing,Company - Public,123,BD,33.4255,-111.940009
10235,Quality Assurance Analyst,61,70,52,Phoenix,AZ,NA,10-25 million,4.7,51 to 200 employees,Computer Hardware & Software,Information Technology,Company - Private,32,Aspen Systems,33.4484,-112.074142
10236,"Business Analyst II(Claims, Configuration)",61,70,52,Tempe,AZ,NA,10+ billion,3.7,5001 to 10000 employees,Insurance Carriers,Insurance,Company - Public,35,Wellcare,33.4255,-111.940009
10237,Business Development Executive - Digital Services,61,70,52,Phoenix,AZ,NA,Unknown,4,201 to 500 employees,Research & Development,Business Services,Company - Public,NA,FFW,33.4484,-112.074142
10238,Freight Analyst,61,70,52,Phoenix,AZ,NA,2-5 billion,3.4,1001 to 5000 employees,Food & Beverage Manufacturing,Manufacturing,Company - Private,98,Shamrock Foods,33.4484,-112.074142
10239,Jr Business Analyst,61,70,52,Phoenix,AZ,NA,50-100 million,5,51 to 200 employees,IT Services,Information Technology,Company - Private,12,"Staffigo Technical Services, LLC",33.4484,-112.074142
10240,"Business Analyst I(Healthcare, PDM, excel)",61,70,52,Tempe,AZ,NA,Unknown,2.2,1001 to 5000 employees,Insurance Carriers,Insurance,Other Organization,NA,Arizona Complete Health,33.4255,-111.940009
10241,DATA ANALYST,61,70,52,Phoenix,AZ,NA,100-500 million,3.9,501 to 1000 employees,IT Services,Information Technology,Company - Private,18,Diverse Lynx,33.4484,-112.074142
10242,Central Flow Data Analyst,61,70,52,Tempe,AZ,NA,10+ billion,3.9,10000+ employees,Internet,Information Technology,Company - Public,26,Amazon,33.4255,-111.940009
10243,Budget Analyst,61,70,52,Phoenix,AZ,NA,25-50 million,3.4,10000+ employees,Municipal Governments,Government,Government,NA,Maricopa County,33.4484,-112.074142
10244,Budget Analyst,61,70,52,Phoenix,AZ,NA,Unknown,3.6,10000+ employees,Federal Agencies,Government,Government,171,Department Of The Interior,33.4484,-112.074142
10245,Franchise Business Consultant,61,70,52,Phoenix,AZ,NA,2-5 billion,3.7,5001 to 10000 employees,Automotive Parts & Accessories Stores,Retail,Company - Private,64,TBC Corporation,33.4484,-112.074142
10246,Business Reporting Analyst (Client Support),61,70,52,Scottsdale,AZ,NA,100-500 million,3.9,201 to 500 employees,Security Services,Business Services,Company - Private,NA,InfoArmor Inc,33.4942,-111.926018
10247,Product Manager/Business Analyst,61,70,52,Scottsdale,AZ,NA,50-100 million,3.7,51 to 200 employees,Staffing & Outsourcing,Business Services,Company - Private,21,eTeam Inc.,33.4942,-111.926018
10248,Systems Analyst,61,70,52,Phoenix,AZ,NA,1-2 billion,2.1,501 to 1000 employees,Health Care Services & Hospitals,Health Care,Company - Private,30,Health Choice,33.4484,-112.074142
10249,Implementation Analyst,85.5,133,38,Phoenix,AZ,NA,10+ billion,3.4,10000+ employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,118,Thermo Fisher Scientific,33.4484,-112.074142
10250,Proposal Analyst,85.5,133,38,Phoenix,AZ,NA,10-25 million,3.9,201 to 500 employees,,,Company - Private,17,Navitus,33.4484,-112.074142
10251,Escalated Claim Research Analyst,85.5,133,38,Phoenix,AZ,NA,10+ billion,3.3,10000+ employees,Health Care Services & Hospitals,Health Care,Company - Public,43,UnitedHealth Group,33.4484,-112.074142
10252,Business Process Support Analyst,85.5,133,38,Chandler,AZ,NA,10+ billion,2.9,10000+ employees,Health Care Services & Hospitals,Health Care,Company - Public,57,CVS Health,33.3062,-111.84125
10253,Business Data Analyst - I,85.5,133,38,Tempe,AZ,NA,Unknown,2.5,51 to 200 employees,Staffing & Outsourcing,Business Services,Company - Private,NA,"Avacend, Inc.",33.4255,-111.940009
10254,Business Operations Analyst/ Business Analyst/Operations Analyst,85.5,133,38,Chandler,AZ,NA,1-5 million,3.7,51 to 200 employees,Advertising & Marketing,Business Services,Company - Private,16,Infotree Service Inc,33.3062,-111.84125
10255,Sales Operations Analyst,85.5,133,38,Phoenix,AZ,NA,5-10 billion,3.6,10000+ employees,Electrical & Electronic Manufacturing,Manufacturing,Company - Public,21,ON Semiconductor,33.4484,-112.074142
10256,Business Intelligence - Data Analyst,85.5,133,38,Tempe,AZ,NA,1-2 billion,3.8,51 to 200 employees,Health Care Services & Hospitals,Health Care,Nonprofit Organization,13,Crisis Response Network,33.4255,-111.940009
10257,Operations Analyst,85.5,133,38,Scottsdale,AZ,NA,Unknown,2.8,501 to 1000 employees,K-12 Education,Education,School / School District,6,BASIS Independent Schools,33.4942,-111.926018
10258,Incident Management Analyst,85.5,133,38,Chandler,AZ,NA,10-25 million,3.7,201 to 500 employees,IT Services,Information Technology,Company - Private,26,Inserso,33.3062,-111.84125
10259,"Transportation Analyst, AMXL Operations Center",85.5,133,38,Tempe,AZ,NA,10+ billion,3.9,10000+ employees,Internet,Information Technology,Company - Public,26,Amazon,33.4255,-111.940009
10260,Supply Chain Analyst II,85.5,133,38,Tempe,AZ,NA,Unknown,4,Unknown,,,Company - Private,NA,"BD (Becton, Dickinson and Company)",33.4255,-111.940009
10261,Business Analyst,85.5,133,38,Scottsdale,AZ,NA,25-50 million,3.4,10000+ employees,Casual Restaurants,"Restaurants, Bars & Food Services",Company - Private,27,P.F. Chang's,33.4942,-111.926018
10262,"Operations Analyst, Market Operations Team",85.5,133,38,Phoenix,AZ,NA,Unknown,3.4,1001 to 5000 employees,Other Retail Stores,Retail,Company - Public,7,Carvana,33.4484,-112.074142
10263,Demand Planning Analyst,85.5,133,38,Phoenix,AZ,NA,2-5 billion,3.4,1001 to 5000 employees,Food & Beverage Manufacturing,Manufacturing,Company - Private,98,Shamrock Foods,33.4484,-112.074142
10264,Management Analyst - Administrative Services Division,85.5,133,38,Phoenix,AZ,NA,25-50 million,3.4,10000+ employees,Municipal Governments,Government,Government,NA,"Maricopa County, Arizona",33.4484,-112.074142
10265,Marketing Analyst,40.5,54,27,Phoenix,AZ,NA,5-10 billion,3.6,10000+ employees,Electrical & Electronic Manufacturing,Manufacturing,Company - Public,21,ON Semiconductor,33.4484,-112.074142
10266,"Business Analyst II(Claims, Configuration)",40.5,54,27,Tempe,AZ,NA,Unknown,2,1001 to 5000 employees,,,Company - Private,NA,Corporate,33.4255,-111.940009
10267,Senior Environmental Data Analyst,40.5,54,27,Phoenix,AZ,NA,100-500 million,3.8,501 to 1000 employees,Consulting,Business Services,Company - Private,63,"Haley & Aldrich, Inc",33.4484,-112.074142
10268,Quality Improvement Analyst.,40.5,54,27,Tempe,AZ,NA,Unknown,2.2,1001 to 5000 employees,Insurance Carriers,Insurance,Other Organization,NA,Arizona Complete Health,33.4255,-111.940009
10269,Cyber Security Operations Center Analyst,40.5,54,27,Tempe,AZ,NA,10+ billion,3.1,10000+ employees,Banks & Credit Unions,Finance,Company - Public,156,MUFG,33.4255,-111.940009
10270,Data Analyst,40.5,54,27,Scottsdale,AZ,NA,0.5-1 billion,2.9,1001 to 5000 employees,Banks & Credit Unions,Finance,Company - Public,35,The Paragon Group,33.4942,-111.926018
10271,QA Analyst- HCM,40.5,54,27,Phoenix,AZ,NA,1-2 billion,4.9,51 to 200 employees,IT Services,Information Technology,Company - Private,20,"Atrilogy Solutions Group, Inc.",33.4484,-112.074142
10272,Programmer Analyst - C#,40.5,54,27,Phoenix,AZ,NA,1-5 million,4.5,1 to 50 employees,IT Services,Information Technology,Company - Private,18,Athreya Inc,33.4484,-112.074142
10273,"Business Analyst II(Claims, Configuration)",40.5,54,27,Tempe,AZ,NA,10+ billion,3.3,10000+ employees,Insurance Carriers,Insurance,Company - Public,36,Centene Corporation,33.4255,-111.940009
10274,Liquidity Business Mgmt Analyst III,40.5,54,27,Tempe,AZ,NA,25-50 million,3.5,1001 to 5000 employees,Banks & Credit Unions,Finance,Company - Public,37,Silicon Valley Bank,33.4255,-111.940009
10275,Production Support Analyst,40.5,54,27,Tempe,AZ,NA,Unknown,4.4,51 to 200 employees,,,Company - Private,NA,Repay Holdings Corporation,33.4255,-111.940009
10276,Cybersecurity Business Consultant,40.5,54,27,Phoenix,AZ,NA,10+ billion,3.8,10000+ employees,Computer Hardware & Software,Information Technology,Company - Public,135,Honeywell,33.4484,-112.074142
10277,Data Analyst,40.5,54,27,Tempe,AZ,NA,Unknown,4.3,501 to 1000 employees,,,Company - Private,NA,Net Orbit Inc,33.4255,-111.940009
10278,"Business Analyst I (Contracting, PDM, Excel)",40.5,54,27,Tempe,AZ,NA,10+ billion,3.3,10000+ employees,Insurance Carriers,Insurance,Company - Public,36,Centene Corporation,33.4255,-111.940009
10279,QA Analyst,40.5,54,27,Phoenix,AZ,1,5-10 million,4.3,51 to 200 employees,Staffing & Outsourcing,Business Services,Company - Private,NA,22nd Century Staffing,33.4484,-112.074142
10280,FINANCIAL PLANNING & BUSINESS ANALYST II,40.5,54,27,Phoenix,AZ,NA,,NA,,,,,NA,Swift Corporate,33.4484,-112.074142
